latitude,longitude,zipcode
40.465251,-87.80112,60932
40.465744,-88.26994,60933
40.966528,-88.34937,60934
41.17569,-88.17268,60935
40.463079,-88.3731,60936
40.767194,-87.98929,60938
40.748087,-87.82876,60939
41.244016,-87.64464,60940
41.05113,-88.08957,60941
40.465869,-87.66766,60942
41.146464,-87.888971,60944
40.827011,-87.58356,60945
40.908942,-88.21304,60946
40.526477,-88.0821,60948
40.375602,-88.11524,60949
41.250408,-87.85125,60950
40.912916,-87.75589,60951
40.562833,-88.25053,60952
40.624025,-87.69618,60953
41.147918,-87.63579,60954
40.706634,-87.99624,60955
40.966993,-87.716074,60956
40.448736,-88.11405,60957
40.779834,-88.18012,60959
40.439688,-87.89016,60960
41.105629,-88.23794,60961
40.625486,-88.18667,60962
40.372447,-87.6603,60963
41.045785,-87.68963,60964
40.762507,-87.57423,60966
40.613942,-87.59259,60967
40.6756,-88.10761,60968
41.109101,-88.14732,60969
40.784447,-87.74051,60970
40.543697,-87.66475,60973
40.710295,-87.73137,60974
42.472458,-90.12098,61001
41.865034,-89.21536,61006
42.199457,-89.59662,61007
42.257229,-88.84755,61008
42.131245,-89.26637,61010
42.376423,-88.9325,61011
42.401104,-88.74726,61012
42.375078,-89.63382,61013
41.97068,-89.87508,61014
41.982993,-89.2128,61015
42.222221,-88.9543,61016
41.902977,-89.804293,61017
42.403305,-89.55466,61018
42.440374,-89.40925,61019
42.101928,-89.09369,61020
41.843702,-89.47636,61021
42.436585,-89.30394,61024
42.483971,-90.58945,61025
42.332038,-89.761171,61027
42.298773,-90.17778,61028
42.119619,-89.58242,61030
41.84036,-89.31176,61031
42.300918,-89.63208,61032
42.400744,-90.39738,61036
41.788761,-89.76182,61037
42.255617,-88.74344,61038
42.213851,-89.47449,61039
42.270426,-90.31077,61041
41.69339,-89.56986,61042
42.045123,-89.313593,61043
42.320303,-89.91237,61044
42.111421,-89.82436,61046
42.139244,-89.3968,61047
42.381064,-89.83062,61048
42.054546,-89.02456,61049
42.4447,-89.72708,61050
41.965904,-89.75896,61051
42.110548,-89.00751,61052
42.1009,-89.98255,61053
42.046139,-89.44025,61054
41.830896,-89.39613,61057
41.797256,-89.599529,61058
42.455036,-89.94561,61059
42.475891,-89.63404,61060
42.00663,-89.33932,61061
42.250987,-89.83571,61062
42.307665,-89.34453,61063
41.989386,-89.59084,61064
42.364394,-88.84665,61065
42.298218,-89.47652,61067
41.935139,-89.06891,61068
42.407384,-89.46228,61070
41.759473,-89.69452,61071
42.447856,-89.08485,61072
42.419097,-89.00407,61073
42.099635,-90.12858,61074
42.473737,-90.25362,61075
42.355422,-89.667939,61076
42.236813,-89.35828,61077
42.15834,-89.73555,61078
42.325364,-89.170527,61079
42.484835,-89.02756,61080
41.813776,-89.70537,61081
42.112207,-89.18633,61084
42.350108,-90.02362,61085
42.491388,-89.98979,61087
42.271385,-89.25099,61088
42.475078,-89.81607,61089
41.905844,-89.54255,61091
42.292221,-89.12574,61101
42.25517,-89.1297,61102
42.303365,-89.08246,61103
42.25537,-89.07602,61104
42.325364,-89.170527,61105
42.325364,-89.170527,61106
42.280019,-89.03347,61107
42.254087,-89.01776,61108
42.213439,-89.05595,61109
42.325364,-89.170527,61110
42.326227,-89.02573,61111
42.245596,-88.97586,61112
42.306666,-89.00839,61114
42.352539,-89.04186,61115
42.325364,-89.170527,61125
42.325364,-89.170527,61126
42.325364,-89.170527,61130
42.325364,-89.170527,61131
42.325364,-89.170527,61132
41.4903,-90.56956,61201
41.466752,-90.58714,61202
41.554901,-90.615975,61204
41.554901,-90.615975,61206
41.766003,-90.22322,61230
41.202461,-90.73137,61231
41.440852,-90.71957,61232
41.292977,-90.29334,61233
41.412944,-89.92236,61234
41.409646,-90.01821,61235
41.518317,-90.35597,61236
41.336752,-90.852226,61237
41.286797,-90.17486,61238
41.497667,-90.39047,61239
41.439784,-90.428,61240
41.483484,-90.34046,61241
41.697188,-90.30177,61242
41.610151,-89.66298,61243
41.518733,-90.41788,61244
41.657803,-90.08613,61250
41.738551,-90.06922,61251
41.863049,-90.14524,61252
41.464473,-90.15854,61254
41.554666,-90.40987,61256
41.590161,-90.20392,61257
41.522044,-89.91216,61258
41.369036,-90.9284,61259
41.228561,-90.87565,61260
41.719782,-89.92116,61261
41.28595,-90.36117,61262
41.260255,-90.60587,61263
41.426583,-90.57639,61264
41.490333,-90.50006,61265
41.554901,-90.615975,61266
41.819003,-89.96623,61270
41.223984,-91.0123,61272
41.357236,-90.38482,61273
41.372408,-90.27031,61274
41.599642,-90.31978,61275
41.30589,-90.5979,61276
41.612038,-89.93036,61277
41.585883,-90.343228,61278
41.31653,-90.70671,61279
41.303101,-90.50615,61281
41.501234,-90.41404,61282
41.605825,-89.77628,61283
41.406276,-90.735,61284
41.978758,-90.09248,61285
41.520333,-90.541585,61299
41.347117,-89.08974,61301
41.707588,-89.34371,61310
41.042878,-88.86268,61311
41.435197,-89.23432,61312
41.064946,-88.66836,61313
41.310471,-89.67662,61314
41.289819,-89.37069,61315
41.261853,-89.12523,61316
41.4276,-89.21243,61317
41.710715,-89.07807,61318
41.011259,-88.74854,61319
41.350864,-89.17366,61320
40.963663,-88.97932,61321
41.321814,-89.3086,61322
41.435327,-89.39583,61323
41.770952,-89.41267,61324
41.234167,-88.82807,61325
41.264159,-89.23655,61326
41.252101,-89.32451,61327
41.504603,-89.46289,61328
41.380259,-89.21239,61329
41.53364,-89.27691,61330
41.747471,-89.27713,61331
41.190024,-88.98238,61332
40.990965,-88.88278,61333
41.144329,-89.08815,61334
41.168946,-89.2205,61335
41.111077,-89.21207,61336
41.427282,-89.36622,61337
41.4547,-89.66966,61338
41.265597,-89.25106,61340
41.336202,-88.69727,61341
41.543149,-89.10696,61342
41.394429,-89.84111,61344
41.280262,-89.79442,61345
41.513879,-89.71842,61346
41.292401,-89.05943,61348
41.543342,-89.44078,61349
41.35263,-88.84734,61350
41.690735,-88.98815,61353
41.330789,-89.1299,61354
41.372528,-89.44315,61356
40.986256,-89.04364,61358
41.363772,-89.26975,61359
41.320345,-88.61017,61360
41.400837,-89.74444,61361
41.332908,-89.20847,61362
41.25645,-89.17901,61363
41.129482,-88.83666,61364
41.638122,-89.26889,61367
41.279825,-89.50492,61368
40.992084,-89.15231,61369
41.21076,-89.03886,61370
41.499089,-89.021881,61371
41.466102,-89.07794,61372
41.37061,-89.0149,61373
41.543813,-89.35449,61374
41.037822,-89.25682,61375
41.546706,-89.60081,61376
41.057649,-89.04788,61377
41.722744,-89.15601,61378
41.369056,-89.60321,61379
40.948073,-90.36871,61401
40.932207,-90.214412,61402
40.802633,-90.39766,61410
40.401282,-90.50153,61411
41.067549,-90.57994,61412
41.189123,-90.36813,61413
41.117342,-90.16063,61414
40.661165,-90.43908,61415
40.496817,-90.56334,61416
40.781504,-90.52901,61417
40.854865,-90.85925,61418
41.200711,-90.11832,61419
40.555678,-90.87087,61420
41.174037,-89.65849,61421
40.550883,-90.51766,61422
40.889288,-90.50529,61423
41.073398,-89.63015,61424
40.778519,-91.05902,61425
41.118359,-89.70575,61426
40.499297,-90.17764,61427
40.952695,-90.12141,61428
40.94399,-90.31205,61430
40.617275,-90.29556,61431
40.642927,-90.17174,61432
40.449305,-90.161761,61433
41.172197,-90.03901,61434
40.972589,-90.54835,61435
40.859964,-90.22212,61436
40.854247,-90.96542,61437
40.579737,-90.64691,61438
41.02572,-90.35566,61439
40.324365,-90.60351,61440
40.337555,-90.30458,61441
41.092081,-90.92743,61442
41.247536,-89.92848,61443
40.867285,-90.75759,61447
40.910079,-90.27171,61448
41.098764,-89.97361,61449
40.567399,-90.97066,61450
40.953365,-89.94259,61451
40.249363,-90.66845,61452
41.010666,-90.75393,61453
40.685436,-91.05207,61454
40.456986,-90.6681,61455
40.553989,-90.355505,61457
40.776079,-90.1938,61458
40.503305,-90.41808,61459
40.734056,-90.82654,61460
40.918849,-90.64466,61462
41.200936,-90.45631,61465
41.100353,-90.46726,61466
41.069414,-90.24177,61467
41.254936,-90.40384,61468
40.957929,-90.93608,61469
40.614899,-90.47345,61470
40.696535,-90.82607,61471
41.105401,-90.38717,61472
40.70595,-90.65724,61473
40.740729,-90.37946,61474
40.581413,-90.7612,61475
41.095037,-90.80998,61476
40.500643,-90.31576,61477
40.777241,-90.76454,61478
40.999497,-89.65429,61479
40.727428,-90.91347,61480
40.368358,-90.42469,61482
41.09638,-89.86649,61483
40.292388,-90.42833,61484
41.025484,-90.08422,61485
41.195087,-90.57923,61486
41.030951,-90.29705,61488
40.929497,-90.01888,61489
41.183299,-90.27637,61490
41.068691,-89.76033,61491
40.234249,-90.32941,61501
40.850381,-89.11878,61516
40.816162,-89.84131,61517
40.744179,-89.718401,61518
40.466397,-90.09632,61519
40.552853,-90.02794,61520
40.914377,-89.50654,61523
40.490965,-90.03285,61524
40.849036,-89.65554,61525
40.936244,-89.62,61526
40.776845,-89.7401,61528
40.780415,-89.95565,61529
40.718228,-89.27153,61530
40.68847,-90.02166,61531
40.35756,-89.82389,61532
40.577778,-89.8297,61533
40.40943,-89.65687,61534
40.590353,-89.54053,61535
40.690205,-89.78042,61536
41.113829,-89.38486,61537
40.558329,-89.76891,61539
41.030697,-89.38586,61540
40.975736,-89.23943,61541
40.39309,-90.13748,61542
40.392048,-89.99885,61543
40.688615,-90.24422,61544
40.873236,-89.37082,61545
40.442037,-89.78797,61546
40.619174,-89.72628,61547
40.784412,-89.40841,61548
40.613788,-89.46031,61550
40.817587,-89.56654,61552
40.449305,-90.161761,61553
40.567088,-89.63382,61554
40.56071,-89.650232,61555
40.554538,-89.609951,61558
40.935608,-89.76802,61559
41.198061,-89.43131,61560
40.795911,-89.19419,61561
40.874269,-89.506695,61562
40.489747,-90.05501,61563
40.49271,-89.65194,61564
41.036199,-89.48336,61565
40.340202,-89.90929,61567
40.513656,-89.47408,61568
40.691022,-89.89138,61569
40.920631,-89.29547,61570
40.701037,-89.44294,61571
40.796752,-90.02866,61572
40.928331,-89.348163,61576
40.288318,-90.429294,61584
39.809913,-88.343237,61593
40.693137,-89.589847,61601
40.677987,-89.60864,61602
40.712887,-89.57904,61603
40.709237,-89.63633,61604
40.678037,-89.62737,61605
40.699137,-89.60972,61606
40.642049,-89.67147,61607
40.643846,-89.59908,61610
40.683387,-89.54493,61611
40.744179,-89.718401,61612
40.742537,-89.627948,61613
40.755343,-89.59799,61614
40.764368,-89.6448,61615
40.743266,-89.576628,61616
40.696287,-89.616648,61625
40.744179,-89.718401,61628
40.692037,-89.588747,61629
40.744179,-89.718401,61630
40.765301,-89.569207,61632
40.731165,-89.603081,61633
40.689637,-89.592597,61634
40.744179,-89.718401,61635
40.699937,-89.595147,61636
40.702487,-89.589797,61637
40.796887,-89.611146,61638
40.709837,-89.563646,61639
40.785653,-89.617657,61640
40.640002,-89.651987,61641
40.744179,-89.718401,61643
40.765301,-89.569207,61644
40.744179,-89.718401,61650
40.744179,-89.718401,61651
40.87671,-89.509113,61652
40.744179,-89.718401,61653
40.744179,-89.718401,61654
40.744179,-89.718401,61655
40.744179,-89.718401,61656
40.582108,-89.128871,61675
40.477286,-88.99592,61701
40.519236,-88.864303,61702
40.459584,-88.96939,61704
40.461431,-88.953015,61709
40.477735,-88.954174,61710
40.553838,-88.5101,61720
40.341123,-89.32028,61721
40.434885,-88.62237,61722
40.256893,-89.25013,61723
40.336763,-88.52604,61724
40.600045,-89.13627,61725
40.740106,-88.70948,61726
40.145501,-88.96776,61727
40.56944,-88.62727,61728
40.619306,-89.22353,61729
40.537652,-88.73274,61730
40.607615,-88.49,61731
40.528515,-89.19057,61732
40.615875,-89.32778,61733
40.369256,-89.54251,61734
40.193547,-88.79575,61735
40.395487,-88.8498,61736
40.450325,-88.72052,61737
40.731662,-89.03978,61738
40.741158,-88.51546,61739
40.882858,-88.85739,61740
40.756972,-88.40479,61741
40.628105,-89.28004,61742
40.877451,-88.7778,61743
40.740729,-88.88791,61744
40.32122,-88.97442,61745
40.422027,-89.42614,61747
40.627948,-88.97711,61748
40.091729,-89.10358,61749
40.122884,-88.85664,61750
40.21927,-89.285172,61751
40.345004,-88.75786,61752
40.63872,-88.7923,61753
40.321811,-89.15864,61754
40.533634,-89.34345,61755
40.027071,-88.96715,61756
40.52835,-88.84075,61758
40.431577,-89.32013,61759
40.893593,-89.03266,61760
40.515485,-88.98629,61761
40.884053,-88.63376,61764
40.564323,-88.898663,61766
40.885397,-88.39957,61769
40.430727,-88.52548,61770
40.738973,-89.13579,61771
40.399689,-89.06088,61772
40.584937,-88.38028,61773
40.426186,-89.2107,61774
40.653799,-88.39026,61775
40.574936,-88.88696,61776
40.240627,-88.96635,61777
40.242378,-89.1087,61778
40.51032,-88.99803,61790
40.519236,-88.864303,61791
40.488468,-88.939637,61799
40.109647,-88.21246,61801
40.121648,-88.17649,61802
40.10593,-88.224669,61803
39.909736,-87.93384,61810
40.293159,-87.61401,61811
40.27363,-87.88919,61812
39.918042,-88.56139,61813
40.231345,-87.58163,61814
40.112616,-88.3708,61815
39.91613,-88.00203,61816
40.059068,-87.70376,61817
39.889596,-88.72633,61818
40.466273,-90.095368,61819
40.114931,-88.24322,61820
40.108631,-88.2733,61821
40.126854,-88.29315,61822
40.139946,-88.196102,61824
40.139946,-88.196102,61825
40.113139,-88.361251,61826
40.020978,-88.72247,61830
40.2159,-87.78418,61831
40.133786,-87.62898,61832
40.096186,-87.64569,61833
40.175463,-87.6124,61834
40.139336,-88.62966,61839
40.310244,-88.30526,61840
40.039632,-87.83052,61841
40.251945,-88.65279,61842
40.313921,-88.3742,61843
40.126299,-87.86871,61844
40.376141,-88.4135,61845
39.97412,-87.63138,61846
40.310063,-88.01922,61847
40.306282,-87.70192,61848
40.028716,-87.9576,61849
39.92804,-87.73629,61850
39.950391,-88.43939,61851
39.901988,-88.07537,61852
40.205916,-88.40295,61853
40.213607,-88.5296,61854
39.919693,-88.67859,61855
40.0334,-88.57375,61856
40.11594,-87.84208,61857
40.121098,-87.74657,61858
40.149486,-87.96347,61859
40.296282,-87.95553,61862
39.907919,-88.27977,61863
39.989282,-88.15174,61864
40.306774,-87.80716,61865
40.307065,-88.15575,61866
39.90241,-87.62722,61870
40.192015,-87.97138,61871
39.945328,-88.36389,61872
40.124202,-88.03401,61873
40.061694,-88.25023,61874
40.107548,-88.42487,61875
39.907331,-87.82587,61876
40.004053,-88.07693,61877
40.243692,-88.17296,61878
39.981936,-88.2532,61880
40.119483,-88.75367,61882
40.040115,-87.63685,61883
40.10311,-88.49744,61884
40.810131,-88.477739,61901
39.676634,-88.30284,61910
39.704391,-88.45985,61911
39.529566,-88.03349,61912
39.809929,-88.45309,61913
39.639487,-88.74383,61914
39.706131,-87.91691,61917
39.783794,-88.13861,61919
39.496547,-88.17348,61920
39.786334,-87.66325,61924
39.719012,-88.82227,61925
39.45274,-88.5144,61928
39.806718,-88.6087,61929
39.685822,-88.11971,61930
39.59477,-88.34792,61931
39.797661,-87.87017,61932
39.556054,-87.92289,61933
39.800512,-88.71835,61936
39.724744,-88.62995,61937
39.474889,-88.37421,61938
39.805101,-87.81014,61940
39.801562,-88.07823,61941
39.802798,-87.99744,61942
39.655063,-88.01806,61943
39.608494,-87.69958,61944
39.646359,-87.86014,61949
39.582494,-88.6021,61951
